Age,Annual_Income,Monthly_Expenses,Savings_Rate,Debt_to_Income_Ratio,Current_Investments_Value,Total_Loan_Amount,Avg_Credit_Score,Inflation_Rate,Interest_Rate,Years_of_Employment,Job_Stability_Score,Emergency_Fund_Value,Retirement_Fund_Contribution,Customer_Segment,Future_Balance
36.0,533610.53,19525.75,0.31,0.41,1366056.92,1005245.88,639.0,5.1,4.28,14.2,0.4,203648.11,36555.53,Silver,1621049.67
43.0,1818384.28,91936.4,0.11,0.3,4035901.48,1215607.09,665.0,,9.39,11.7,0.47,247779.68,,Silver,4731022.98
46.0,1073300.73,49523.51,0.03,0.36,1614875.52,712806.85,617.0,5.12,9.28,8.5,0.4,153324.09,59839.26,Gold,1862920.79
53.0,647458.66,36584.03,0.21,0.4,1194054.66,460280.5,642.0,5.51,4.47,6.0,0.27,369408.09,66260.62,Gold,1650721.09
25.0,,27802.66,0.48,0.38,1222567.37,884032.98,652.0,6.26,4.51,14.8,0.53,186852.33,87783.62,Bronze,1647465.65
34.0,801755.63,52039.87,0.09,0.27,1982811.58,1143547.01,,3.99,8.15,4.2,0.14,193433.17,110951.3,Silver,2420075.21
44.0,1110360.42,33542.08,0.29,0.53,2489188.53,1879383.23,668.0,5.33,6.23,5.2,0.33,270192.29,82556.4,Silver,2999514.82
48.0,1365341.43,50434.69,,0.48,2829467.92,2218327.98,667.0,4.9,7.89,5.5,0.31,108085.81,131033.37,Gold,3178929.03
62.0,568562.84,30970.23,0.24,0.41,1996552.79,576511.15,625.0,5.07,,14.9,,269290.3,,Bronze,2210318.08
,1877875.88,,0.14,0.24,3823329.11,393961.38,645.0,5.09,10.33,9.0,0.25,173650.56,151659.67,Gold,4570367.82
39.0,1710722.04,49900.65,0.23,0.09,4672518.21,,640.0,6.34,9.02,5.6,0.29,103047.6,126075.75,Gold,5553308.88
31.0,634137.2,20802.45,0.4,0.27,2072008.19,526113.48,672.0,5.32,,5.4,0.2,351036.3,33979.87,Silver,2758093.27
34.0,926593.98,46128.19,0.18,0.45,2549114.11,765939.65,571.0,7.04,8.08,6.1,0.43,81656.22,112661.91,Bronze,3032248.62
34.0,1784187.09,105715.53,0.36,0.21,4954547.3,967588.4,689.0,7.08,8.81,10.7,0.39,136724.14,183729.77,Bronze,6107063.85
47.0,,67223.25,0.27,0.29,1087419.91,623526.47,737.0,5.55,6.18,7.0,0.19,247405.39,164890.09,Silver,1668490.26
43.0,786582.45,38232.12,0.49,0.38,989455.41,1393215.16,583.0,8.35,6.89,15.3,0.41,214704.63,53193.53,Silver,1553081.87
27.0,1246544.61,49341.55,0.33,0.11,3922965.94,645655.0,671.0,4.72,6.12,0.0,0.27,132888.73,88006.45,Bronze,4593514.37
,2984758.39,82158.49,0.37,0.12,5000000.0,641876.41,667.0,3.3,6.58,9.6,0.49,292188.55,375084.47,Gold,6737494.49
49.0,938665.1,31590.34,0.28,0.37,2606218.58,350546.32,,6.07,7.02,18.2,0.48,253744.63,118908.85,Bronze,3231538.54
44.0,698779.65,42987.57,0.27,0.3,2148763.96,,625.0,5.49,4.69,10.0,0.34,140130.73,99693.59,Silver,2580367.31
46.0,964261.67,29511.67,0.41,0.24,2289307.51,1214185.28,715.0,6.18,10.11,9.8,0.41,193858.31,81387.4,Gold,2831275.35
44.0,993282.98,60468.37,,0.26,1056902.08,703305.11,699.0,,8.37,14.6,0.58,176491.64,110534.66,Bronze,1374843.09
56.0,,27617.18,0.24,0.25,1016226.6,895170.03,646.0,7.14,4.52,,0.33,255516.08,61266.22,Silver,1260300.11
42.0,1073892.08,57987.3,0.15,0.41,2702819.96,1209661.9,671.0,5.09,6.45,4.2,,228228.27,112760.89,Gold,3349402.55
36.0,544917.46,39491.17,0.31,0.59,2020395.61,331841.07,645.0,5.09,6.23,10.2,0.35,258311.3,64758.31,Gold,2430156.6
31.0,689647.93,28204.8,0.07,0.37,1882514.82,,649.0,6.79,7.87,0.0,0.18,218634.22,97600.72,Silver,2269075.79
42.0,1218886.08,65591.38,0.62,0.2,3492558.25,1199890.12,677.0,5.05,8.3,8.8,0.42,194609.52,165266.87,Gold,4559731.82
,446056.86,19308.47,0.43,0.26,1420365.04,1032400.5,711.0,7.44,7.33,7.6,0.2,410905.37,52288.0,Gold,1862703.86
38.0,1291631.98,48622.6,0.18,,3964864.95,671299.73,806.0,8.14,5.37,3.7,0.17,198222.07,67099.82,Bronze,4673806.73
38.0,402462.62,15802.23,0.07,0.26,2044153.37,590422.17,644.0,7.85,7.84,11.1,0.38,64380.79,23039.91,Silver,2204031.89
26.0,450277.89,27910.05,0.58,0.29,2021898.67,573023.36,660.0,7.0,7.35,4.4,0.0,188080.73,24441.75,Silver,2594923.6
31.0,737158.75,27988.91,0.1,0.35,2360900.84,1058471.44,592.0,5.13,10.04,7.6,0.17,274183.86,99503.94,Bronze,2792204.5
48.0,1009429.2,44721.03,0.51,0.5,2611246.31,3801820.95,715.0,6.22,6.75,2.8,0.11,526046.31,60191.14,Silver,3247177.88
42.0,1529200.31,93231.48,0.2,0.48,3085502.78,422953.62,606.0,4.3,8.87,2.8,,187398.42,227650.14,Silver,3815846.7
41.0,920985.11,40048.45,0.1,0.5,2026452.07,2448017.33,599.0,4.07,4.7,9.6,0.34,205684.95,74690.16,Silver,2101977.24
43.0,815477.08,35559.97,0.19,0.31,1143202.63,328661.19,770.0,6.28,6.67,5.3,0.16,238277.75,111367.61,Bronze,1577329.46
41.0,1134817.66,75288.0,0.16,0.19,3237426.11,287659.51,668.0,4.96,4.18,4.7,0.3,67492.38,125312.07,Silver,3969062.13
52.0,635260.55,29379.71,0.23,0.11,1058918.81,362738.28,619.0,6.12,8.32,0.0,0.0,190599.99,86848.51,Gold,1430998.48
41.0,951615.27,42078.77,0.48,0.06,,2302450.85,610.0,4.87,7.4,7.7,0.39,175239.84,90961.95,Gold,2242057.12
25.0,557028.42,,0.11,0.34,1659915.39,240254.75,739.0,6.07,7.71,5.0,0.21,335367.4,82625.41,Silver,2190611.16
,930229.17,39880.83,0.19,0.26,2220709.97,434097.35,731.0,5.63,7.54,8.0,,99704.9,87677.68,Gold,2579393.67
44.0,854451.92,33689.71,0.53,0.23,3242079.46,560816.19,,5.6,11.66,8.0,0.23,279476.41,56042.51,Gold,3964438.43
34.0,652419.39,29756.22,0.55,0.27,1053572.5,866724.27,719.0,6.05,,9.0,0.3,243801.28,75929.1,Gold,1530165.16
27.0,961419.67,,0.25,0.26,,867190.65,700.0,4.52,6.61,7.0,0.24,155743.34,56057.95,Silver,2301556.3
44.0,958926.69,29880.31,0.21,0.3,3643571.71,734174.62,626.0,6.06,4.0,18.2,0.49,,86842.18,Gold,4138452.77
39.0,1440256.31,58311.28,0.08,0.39,2208377.29,566516.08,635.0,4.74,5.82,15.7,0.49,231289.42,207147.56,Gold,2696388.97
56.0,473495.02,24040.27,0.42,0.29,3795257.41,320249.67,704.0,6.19,9.95,9.2,0.29,282362.95,46212.47,Silver,4235248.53
37.0,873034.61,33485.86,0.4,0.29,1688135.91,507526.35,675.0,5.05,9.57,0.0,0.19,385526.24,84607.96,Silver,2226706.66
32.0,664005.08,32238.71,0.4,0.07,1975461.24,1925289.93,734.0,6.13,7.41,4.9,0.33,588647.46,81243.27,Silver,2657938.91
49.0,1274487.72,50474.18,0.2,0.18,3297590.15,1248142.38,712.0,5.76,4.0,2.4,0.26,133867.7,173057.56,Gold,3912692.36
,1216775.48,62614.26,0.2,,2479555.48,1147330.43,653.0,4.89,8.41,4.7,0.27,230038.53,95066.85,Silver,2937751.72
42.0,,47774.48,0.26,0.33,2658998.6,,588.0,,6.59,6.5,0.01,97015.5,124941.79,Gold,3329823.61
47.0,679163.21,30505.45,0.13,0.24,1458240.33,740950.22,722.0,7.33,7.52,20.3,0.75,262854.88,39207.62,Gold,1757560.88
40.0,1282521.06,51252.22,0.21,0.15,4313465.37,454897.01,696.0,,,7.4,0.42,118765.09,113344.1,Silver,5120505.36
42.0,488013.17,18713.74,0.5,,1924407.66,1176131.2,806.0,5.06,9.31,3.1,0.12,154425.78,45342.12,Silver,2547332.07
52.0,449560.52,14853.3,0.05,0.3,1717541.17,474012.79,636.0,7.2,4.54,13.0,0.45,156870.46,23404.92,Silver,1875813.38
46.0,540257.76,31763.11,0.27,0.49,2717359.14,424691.26,690.0,5.84,6.91,0.0,0.11,272069.75,71011.12,Silver,3277624.24
38.0,888029.39,44376.64,0.07,,3334131.07,439042.38,782.0,7.71,5.55,9.6,0.34,292032.51,129821.16,Gold,3942482.4
,1179045.54,39663.51,0.49,0.51,3338129.82,328246.32,587.0,7.4,8.85,1.3,0.08,221014.85,122798.74,Bronze,4169588.41
,,16023.66,0.34,0.22,1210259.28,1154222.67,,5.93,,17.3,,46928.29,39605.98,Silver,1470564.58
61.0,1527659.18,93212.99,0.36,0.51,4888262.59,650104.03,679.0,5.44,5.3,2.1,0.34,161103.14,132155.66,Silver,5709761.28
23.0,948460.02,33994.12,0.18,,3270209.72,648157.52,735.0,4.9,9.13,8.7,0.16,77155.4,77676.71,Silver,3850539.1
34.0,480720.41,25625.55,0.37,0.44,1396103.9,402360.23,,6.72,4.85,1.3,0.2,295049.45,49766.13,Silver,1786353.5
40.0,937084.59,53360.56,0.15,0.11,1199861.2,1040952.93,648.0,5.8,6.35,7.7,0.1,177995.72,122673.31,Silver,1446512.21
39.0,1393264.63,41264.78,0.14,,3226102.44,353571.03,628.0,5.83,,4.9,0.12,,127386.71,Bronze,3786148.03
50.0,1143868.44,63466.07,0.31,0.27,,,674.0,6.89,,14.3,0.23,211726.81,107609.84,Gold,2912478.54
29.0,1396918.46,83080.0,,0.27,2350567.11,1859603.19,618.0,6.77,9.46,6.7,0.44,125120.15,78773.12,Silver,2787328.74
43.0,521076.11,19370.09,0.22,0.29,1108961.16,1359364.71,626.0,8.19,8.15,1.1,0.16,243614.49,46049.2,Silver,1360002.17
34.0,762645.01,43476.5,0.1,0.21,1645244.26,3025599.09,641.0,5.83,6.7,0.0,0.02,225275.62,38670.81,Silver,2003983.89
43.0,621737.43,28068.84,0.57,0.44,1015098.27,845375.37,643.0,6.74,5.74,7.7,0.43,281254.26,79119.6,Gold,1500498.45
39.0,1789026.41,57861.89,0.05,0.19,3555223.23,663706.93,647.0,4.94,8.78,12.7,0.41,728378.13,262789.6,Silver,4436933.38
41.0,1162281.2,52535.79,0.35,0.39,4476048.85,1184416.22,685.0,5.15,6.37,8.6,0.37,283926.79,75819.03,Silver,5098128.34
35.0,2810727.42,86183.96,0.49,0.32,3631064.67,,710.0,7.05,8.37,2.6,,245926.14,345029.6,Bronze,5248789.35
35.0,746466.66,40187.8,0.32,0.46,983410.49,2359357.46,696.0,5.73,9.38,6.6,0.41,231786.96,68454.99,Bronze,1225180.79
43.0,673524.98,25104.99,0.22,0.19,1761796.09,1850524.37,624.0,6.47,8.8,,0.27,235136.97,86247.26,Silver,2084441.04
49.0,850023.59,50485.27,0.21,0.09,1385253.1,632713.85,637.0,5.29,,15.1,0.27,149643.05,121970.01,Silver,1714341.95
34.0,1562023.93,72296.55,0.28,0.42,4756046.25,331461.95,,6.54,7.57,1.4,0.24,239797.09,98133.71,Bronze,5726419.07
31.0,777393.68,36282.65,0.36,0.52,2173300.84,2297495.92,627.0,6.86,6.56,0.0,0.06,179670.71,62011.86,Gold,2503539.57
46.0,945931.17,34584.58,0.16,0.34,3284720.88,668966.58,605.0,5.97,9.05,8.4,0.32,613898.87,76356.45,Gold,3871570.73
40.0,935490.55,40123.34,0.23,0.33,1396338.04,294951.93,682.0,5.88,5.3,8.8,0.21,249918.38,56320.65,Bronze,1744685.03
48.0,914331.75,32979.89,0.56,0.32,3106527.68,988999.81,612.0,6.43,5.29,11.6,0.21,234514.34,106461.76,Silver,3943732.98
31.0,693280.99,37246.33,0.23,0.41,2546651.64,1310557.08,610.0,5.27,4.12,2.1,0.29,192180.79,101701.24,Bronze,2845021.48
22.0,851907.83,32542.61,0.15,0.03,1650471.66,2415632.54,643.0,6.34,,6.2,,222335.19,49528.18,Silver,1767891.49
35.0,837443.44,40020.38,0.1,,1636488.52,1303835.89,704.0,7.37,9.48,10.3,0.25,245084.8,96624.7,Gold,2041519.91
,897280.84,36070.19,0.51,0.32,1604500.39,1494302.87,593.0,5.31,7.4,12.0,0.43,324052.67,87208.86,Silver,2090031.87
39.0,1312647.66,64572.85,0.35,0.27,2918640.72,704853.56,594.0,7.79,6.97,9.8,0.11,,,Gold,3511450.32
34.0,1820098.64,83129.77,0.48,0.2,2679790.8,172483.49,687.0,5.0,5.86,12.0,0.23,253200.69,241235.85,Silver,3966288.38
47.0,643048.96,30535.02,0.29,0.17,1664056.08,464800.2,708.0,5.55,8.03,15.8,0.51,427150.07,49315.18,Gold,2145442.13
37.0,769389.48,40789.02,0.2,0.14,1576146.03,,700.0,4.57,7.4,11.1,,203415.6,44328.74,Bronze,1881155.1
42.0,647028.28,26860.82,0.28,0.13,1416255.41,642658.43,618.0,4.48,7.81,5.7,,,63638.43,Silver,1912669.51
42.0,969941.13,53428.53,0.09,0.41,3228012.08,968544.61,686.0,5.66,8.89,2.1,0.0,280272.36,67419.11,Silver,3809813.1
42.0,725640.69,41705.05,0.05,0.71,1427605.62,,619.0,5.78,6.0,5.6,0.24,,60408.36,Silver,1726376.09
40.0,990602.65,46502.13,0.22,0.37,1992789.02,190993.04,570.0,7.68,9.08,10.6,0.54,158993.96,92041.28,Bronze,2510002.57
45.0,1399465.32,82022.2,0.45,0.44,4113427.03,241145.62,636.0,5.55,7.38,1.7,0.22,342977.02,188408.09,Gold,5153403.48
32.0,327688.05,22265.21,0.39,0.17,721764.93,,693.0,6.54,5.99,6.4,0.51,143829.09,37451.45,Gold,881122.02
54.0,,51419.42,0.46,0.5,2687519.12,,701.0,6.6,8.8,5.8,0.36,558423.21,,Gold,3373071.38
38.0,748686.2,26120.64,0.16,0.63,1451075.26,345600.99,630.0,6.0,7.38,7.1,,210194.31,43784.37,Gold,1705760.85
27.0,1081996.98,51113.68,0.34,0.35,2755873.7,479810.05,694.0,6.31,7.33,12.5,0.37,97159.25,157644.01,Bronze,3441409.19
42.0,628796.07,28966.83,0.18,0.13,2428938.95,780696.06,713.0,4.99,7.39,5.4,0.27,238007.82,31551.0,Silver,2866005.88
31.0,1452293.28,66615.06,0.42,0.32,3108479.8,727986.65,648.0,7.01,4.1,15.2,0.37,660019.12,173216.98,Silver,4317264.03
47.0,,70469.01,0.48,0.23,1685638.93,1227482.22,609.0,6.36,6.08,6.4,0.22,143259.83,65276.48,Bronze,2281610.63
62.0,1129731.9,55258.58,0.32,0.68,3082741.67,2290019.6,629.0,3.14,6.51,9.8,0.25,301187.94,111893.98,Silver,3620376.62
32.0,1236061.08,62937.59,0.33,0.26,4220158.56,,711.0,4.92,8.61,21.0,0.71,478020.55,79465.59,Silver,5219735.83
43.0,667905.42,36186.73,0.37,0.13,1591822.84,336867.03,728.0,6.3,4.03,4.8,0.03,131422.67,36278.65,Gold,2049871.35
22.0,702429.66,22415.76,0.44,0.69,1184116.9,363287.21,666.0,5.86,7.48,5.5,0.2,349430.18,90660.15,Silver,1561052.68
45.0,1216057.37,44624.17,0.1,,3422136.36,1008147.98,663.0,6.71,9.3,12.6,0.35,152796.17,108896.24,Gold,4032305.43
31.0,662024.86,34607.63,0.44,0.38,1311506.29,537383.21,644.0,6.32,8.92,0.1,0.31,223966.86,48525.12,Silver,1621771.25
34.0,1604630.49,62188.4,0.12,0.59,4122870.93,545423.11,668.0,6.18,,8.2,0.45,93122.83,128445.88,Bronze,4848616.4
29.0,790731.4,46265.57,0.34,0.48,1646595.95,740949.43,673.0,8.34,,0.2,0.21,458016.0,93817.05,Silver,2233466.82
47.0,1100095.77,35810.46,0.22,0.04,2976969.67,474562.82,585.0,5.23,6.33,9.9,0.15,,79733.94,Silver,3502614.51
50.0,20841045.5,350989.7,,2.0,5000000.0,594088.43,642.0,5.03,8.06,9.9,0.33,160733.14,274586.24,Silver,6225336.1
40.0,,35947.37,0.22,0.23,2762952.49,848585.94,690.0,6.53,6.11,15.1,0.39,212919.19,93760.98,Gold,3153949.48
31.0,925097.8,42839.39,0.33,0.4,2537268.96,381935.28,684.0,4.95,8.33,0.0,0.04,232858.47,80428.78,Gold,3160480.71
56.0,1372059.3,50739.45,0.25,0.37,1463904.71,1027896.34,618.0,,4.69,15.0,0.74,295905.32,158255.84,Silver,2090945.42
32.0,1316728.75,60770.2,0.27,0.15,3787820.29,,703.0,7.47,8.01,13.8,0.45,252668.93,118207.41,Bronze,4656173.6
21.0,789396.43,21347.89,0.31,,1959052.29,1000180.6,632.0,7.39,7.34,13.2,0.32,159165.76,44235.17,Silver,2444458.6
45.0,731942.96,21630.3,,0.16,2717871.63,1661754.25,668.0,6.95,7.82,9.9,0.24,200829.97,99231.15,Bronze,3288507.99
29.0,819865.57,25906.76,0.17,0.38,2683889.51,,702.0,5.53,7.89,17.8,0.7,220996.17,114679.4,Gold,3318980.66
50.0,1606057.78,79608.22,0.26,0.18,2753343.86,754089.45,755.0,6.1,4.46,2.4,0.16,125181.1,164795.14,Silver,3520803.82
,804927.67,47008.27,0.17,0.19,1336188.0,,640.0,5.42,7.6,14.2,0.42,159762.43,52093.25,Gold,1796690.1
46.0,928565.61,36749.04,0.13,0.4,2463546.71,722451.71,642.0,6.3,7.31,7.7,0.11,589678.61,62562.34,Silver,2924303.45
54.0,758755.94,23879.14,0.53,0.22,1477560.09,336852.18,709.0,6.8,5.13,0.0,0.12,163175.22,38106.39,Silver,2197117.32
,1193462.7,64233.64,0.13,0.56,1556900.25,459452.79,622.0,6.0,7.03,8.3,0.24,215388.74,136591.65,Silver,1988095.54
34.0,957767.23,56226.37,0.1,0.56,3959646.1,569001.85,,7.21,7.0,16.7,0.49,131897.47,73678.5,Gold,4303924.63
,602459.98,,0.17,0.3,1201093.19,333579.54,606.0,4.85,6.07,5.3,0.08,124376.4,39761.05,Silver,1484943.63
55.0,610858.36,30700.53,0.53,,1625186.58,138275.85,720.0,5.23,9.58,7.0,0.39,180899.76,46112.74,Silver,2067935.35
33.0,404621.69,18137.03,0.32,0.22,1249737.24,852562.84,686.0,7.94,6.54,2.1,0.29,48707.36,20669.95,Silver,1598980.83
34.0,645397.37,21952.89,0.36,0.29,1900803.69,1234626.49,678.0,7.03,6.21,11.3,0.45,261465.69,60596.47,Silver,2219278.38
45.0,1236417.15,63248.12,0.6,0.31,3376686.61,366472.46,644.0,5.86,6.69,15.0,0.51,354442.31,154252.12,Bronze,4504651.22
34.0,1528281.19,97333.26,0.11,0.07,3713962.29,756812.89,641.0,5.38,6.07,,0.28,141259.17,215601.97,Silver,4496215.79
,1183957.72,62492.86,0.49,0.45,,222036.78,709.0,5.28,4.0,0.1,0.03,214655.74,88402.2,Gold,5267825.58
24.0,1123548.93,70275.46,0.25,0.47,1215707.34,566080.28,673.0,5.89,4.1,14.9,0.61,186635.19,165729.3,Silver,1827480.8
62.0,855584.06,36037.22,0.08,0.46,1200643.44,1426044.32,589.0,5.71,9.57,6.2,0.25,269130.97,127508.67,Gold,1590176.17
27.0,1227040.66,73848.94,0.05,0.28,2950224.89,431034.71,666.0,5.02,5.9,,0.18,124999.69,118022.75,Bronze,3298086.79
37.0,1009192.77,38873.26,0.37,0.62,2349872.13,213529.91,681.0,6.09,6.85,6.6,0.28,411892.67,117678.7,Silver,2969569.3
40.0,,59212.27,0.13,0.47,1832268.33,1537467.2,649.0,6.48,5.25,10.3,0.39,119621.66,175680.98,Gold,2255719.73
59.0,865248.4,47121.21,,0.27,2103982.69,337255.29,709.0,5.2,6.01,7.2,0.44,391974.24,,Silver,2588195.6
27.0,1540092.87,68234.18,0.26,0.4,1501633.37,440869.44,,,6.55,10.8,0.47,148501.08,102621.46,Silver,2062663.25
60.0,1276708.29,52148.38,0.03,0.56,4275333.01,1220001.68,681.0,7.5,6.04,7.1,0.27,190206.61,79667.44,Silver,4757358.39
48.0,1207819.66,64701.74,0.24,0.53,3290677.22,873714.96,615.0,5.49,7.76,8.4,0.16,201912.47,68965.65,Silver,3793735.74
44.0,402541.51,19672.01,0.05,0.31,627895.57,413947.17,684.0,5.59,8.0,6.3,0.26,149060.76,43371.92,Silver,725829.84
30.0,1305146.52,62274.55,0.08,0.21,2822447.16,878831.56,,4.8,5.65,,,431100.74,167832.4,Bronze,3340750.97
46.0,855248.07,36182.35,0.15,0.12,2311740.79,306970.77,705.0,6.51,6.31,10.2,0.32,212396.65,57989.76,Bronze,2838009.92
33.0,753571.7,43261.46,0.12,0.28,2402680.58,243074.68,714.0,5.79,8.57,9.2,0.29,256071.76,79835.42,Silver,2839186.75
53.0,497317.94,22510.62,0.03,0.29,904155.67,1084668.47,729.0,4.72,5.52,17.5,0.32,409785.41,51340.46,Silver,1015108.97
30.0,897990.88,44390.18,0.13,0.09,2358738.02,716324.59,701.0,4.73,7.39,0.7,0.18,258491.6,89792.46,Bronze,2922448.91
39.0,912159.99,27483.06,0.43,0.28,2994519.65,2431259.32,691.0,5.14,4.0,0.0,0.14,182006.13,58438.95,Bronze,3517316.25
34.0,534426.39,32905.54,0.3,0.7,1136826.99,1132127.86,671.0,7.62,7.06,6.8,0.29,107183.19,30419.65,Gold,1292123.84
30.0,,27964.32,0.29,0.74,1512563.17,246537.36,588.0,6.55,7.81,3.6,0.06,288503.42,29635.24,Gold,1779012.93
47.0,1093394.72,41275.29,0.4,0.11,1756060.53,2089595.86,729.0,5.14,9.7,0.0,0.07,64756.67,153055.77,Bronze,2347855.44
45.0,1275478.67,44821.14,0.55,0.19,1375349.97,613806.58,643.0,5.47,6.4,15.3,0.46,285397.02,83540.33,Silver,2245070.24
52.0,971176.21,33777.1,0.31,0.25,2851035.96,581590.54,,6.09,5.89,4.0,0.18,156586.39,62749.94,Silver,3327787.63
22.0,1426142.64,67439.44,0.56,0.53,3274248.2,364507.54,659.0,4.7,,10.4,,232312.34,91344.29,Silver,4167937.7
51.0,869432.56,43421.19,,0.29,2411877.41,1600267.72,658.0,9.52,7.63,8.1,0.44,300639.41,77786.02,Silver,2954353.55
65.0,880644.7,36983.55,,0.59,2909949.82,317952.57,658.0,6.1,7.46,14.4,0.38,86327.04,73382.98,Bronze,3400777.73
35.0,623646.41,33633.79,0.48,0.14,,460997.22,687.0,7.11,6.62,7.9,0.21,354172.5,31835.29,Gold,1288711.45
59.0,482170.59,32427.45,0.24,,1671595.31,604838.21,630.0,4.27,8.81,6.7,0.25,127948.23,45915.35,Bronze,1759422.51
37.0,1889863.0,57258.16,0.16,0.43,5000000.0,948828.82,634.0,6.61,7.84,18.4,0.57,178213.84,222937.93,Silver,5843036.54
26.0,1415041.85,61556.9,0.12,0.72,4196816.93,605906.94,590.0,6.37,4.34,16.0,0.25,149611.86,124894.95,Silver,4713919.9
37.0,515630.15,,0.62,0.61,1441368.26,520925.58,605.0,5.18,5.52,18.6,0.62,191773.38,60223.09,Silver,1773931.02
50.0,957854.15,46303.88,0.39,0.34,3124329.17,1819638.9,652.0,6.07,6.62,5.9,0.2,194209.61,74390.64,Gold,3764036.64
32.0,864694.48,28050.44,0.33,0.3,2441239.5,417223.41,,5.86,4.0,0.0,0.12,173321.68,100014.44,Gold,2948920.33
34.0,806575.71,34076.32,0.2,0.28,1889524.3,3091463.91,635.0,,7.15,11.3,0.36,248489.88,70466.02,Silver,2104605.52
46.0,764167.97,25707.5,0.23,0.3,2365007.92,422288.76,612.0,5.68,5.95,12.4,0.51,119629.52,60176.9,Silver,2593923.11
40.0,1048276.24,50757.34,0.35,0.41,2976713.18,,600.0,6.46,6.05,12.6,0.46,312401.4,100970.52,Silver,3572094.45
46.0,1248458.63,60330.32,0.46,0.11,2857051.25,1081259.5,653.0,5.27,7.43,4.6,0.24,243640.74,170107.41,Silver,3793453.07
42.0,1057170.45,36329.84,0.27,0.12,1140827.7,1860498.71,651.0,6.83,9.42,5.7,0.13,168424.26,97632.8,Silver,1590420.55
45.0,857642.56,34530.74,0.35,0.37,2617786.44,665621.68,620.0,4.28,7.35,0.0,,286766.71,85980.32,Bronze,3168267.36
36.0,8451415.1,177369.8,0.16,2.0,1545344.64,1305654.63,641.0,6.36,8.79,6.4,0.14,457063.83,75011.13,Gold,2000290.84
42.0,1309133.16,70477.03,0.15,0.62,3658537.79,386810.99,618.0,,8.71,11.4,0.43,352105.21,123456.07,Gold,4166668.37
31.0,1083305.98,38454.66,0.22,,3544178.5,671738.26,687.0,7.06,8.03,12.2,0.42,119885.79,141233.88,Gold,4259811.4
53.0,926552.35,43080.66,0.25,0.31,906876.31,668828.9,610.0,5.52,6.8,0.0,0.16,333612.72,121418.05,Silver,1512428.63
34.0,887167.89,52212.83,0.52,0.48,1281444.09,474943.61,629.0,6.67,5.48,11.5,0.23,395745.35,125655.11,Gold,1863514.76
51.0,1033289.8,57687.06,0.16,0.6,,,623.0,6.5,8.14,0.0,0.14,104987.9,117139.02,Bronze,3993804.09
38.0,746245.99,,0.23,0.76,1770595.2,748755.11,590.0,5.8,6.41,5.6,0.23,99283.7,37347.56,Gold,2089975.45
42.0,1250139.33,49299.45,0.65,0.47,2507075.01,1745738.36,582.0,3.58,7.27,1.2,0.08,226793.58,162931.18,Silver,3470527.29
35.0,585257.16,,0.11,0.27,1128830.58,1367045.36,721.0,6.42,6.92,2.8,0.29,106624.57,86192.85,Bronze,1421427.05
30.0,763422.92,47690.7,0.37,0.58,1922825.13,450777.18,671.0,5.21,7.37,10.4,0.31,410640.3,63437.23,Bronze,2319011.94
23.0,1149218.24,62577.78,0.07,0.12,2650412.18,613574.22,579.0,5.19,4.9,3.9,0.23,316676.73,134347.18,Gold,3416959.46
29.0,572058.72,20619.87,0.41,0.06,1688523.5,460212.26,676.0,5.56,9.04,11.5,0.35,408274.03,44173.65,Silver,2434162.48
37.0,479714.6,,0.31,0.84,1447804.29,644096.85,606.0,6.59,8.76,8.2,0.25,146648.67,40451.68,Gold,1724627.59
42.0,922996.86,44758.07,0.23,,2758962.57,448800.68,665.0,5.98,6.64,2.0,0.21,411437.66,101564.44,Gold,3364178.86
50.0,456601.72,,0.47,0.38,1186553.0,,747.0,6.19,4.45,9.7,0.41,205618.87,59390.81,Gold,1734114.0
36.0,535324.63,33213.36,0.1,0.28,903259.73,331234.01,634.0,6.98,7.01,1.2,0.02,153172.48,54875.5,Silver,1109543.58
31.0,1218081.56,69065.89,0.31,0.36,1508795.05,893670.09,688.0,6.2,6.66,10.4,0.27,116605.28,81673.7,Silver,2013796.09
26.0,,41925.7,0.5,0.33,1840836.15,1522043.84,644.0,7.56,6.82,15.6,0.42,217026.63,112523.55,Bronze,2548158.16
,1505062.26,59282.96,0.11,0.42,1547620.13,910662.95,653.0,6.97,,7.6,0.24,123448.6,219790.46,Silver,1984369.51
,555833.63,30620.06,0.4,0.28,1028700.99,616624.64,638.0,4.48,5.98,7.8,0.23,126012.95,71345.42,Silver,1246738.81
53.0,,48001.77,0.37,0.23,1762536.19,2168995.76,728.0,4.75,11.87,4.3,0.14,178622.93,119632.6,Silver,2297937.12
47.0,1055984.29,57269.3,0.45,0.21,,706378.92,709.0,5.39,8.51,12.6,0.39,311762.23,56984.35,Bronze,2869189.2
46.0,563512.09,37780.33,0.2,0.02,1319752.62,680648.89,779.0,7.01,7.28,7.9,0.44,,53721.68,Gold,1827828.33
57.0,1359809.0,55133.12,0.45,0.25,1910532.07,843814.76,728.0,6.34,5.72,7.6,0.25,363429.23,89418.42,Gold,2858024.22
43.0,1103968.08,34651.86,0.18,,2564981.22,505474.09,704.0,7.01,9.0,5.9,0.26,107685.25,123807.16,Silver,3271903.32
46.0,472803.53,,0.16,0.38,1145772.88,1173781.39,679.0,5.24,9.26,1.8,0.14,542460.5,57594.71,Bronze,1541695.73
